Report Name,Report Location,Report ID,DP Name,Universe/Source,Has Combined Queries,Class Name,Object Name,Result Object/Condition Object,Operands,Sub Queries,Combined Queries,Object Qualification
VSOE Prof Svcs2,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093591,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Condition Obj, Product Family InList  SERVICE, , ,
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Bill To Locations (BTL),(BTL) Customer Name,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Number,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) PO Number,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Country,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) State,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) County,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Geographic Region Level,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Commision Sales Rep Desc,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Port Units,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Unit Price,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Standard Cost,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Loc Amt,Result Object, , , ,MEASURE
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Transaction Currency,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Bundle Invoice Flag,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Reason Code,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Organizations,Set of Books Name,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Deals Desk #,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) POS Recognition Source,Result Object, , , ,DIMENSION
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Condition Obj, GL Account Number InList  Account Number, , ,
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Organizations,Set of Books Name,Condition Obj, Set of Books Name InList  Primary SOB Switzerland;Primary SOB Switzerland 2;Primary SOB United States, , ,
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Condition Obj, (IHPD) Fiscal Quarter InList  Fiscal Quarter(s)?, , ,
VSOE Prof Svcs3,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093592,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Condition Obj, Product Family InList  SERVICE, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Customer (C),(C) Customer Name1,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Region,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Deferred Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,Inv Line Total Amt,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Qty,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS DR,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS CR,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Condition Obj, GL Account Number InList  40010;25010;50010;12910, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date GreaterOrEqual  5/9/2003 12:00:00 AM, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Account Class,Condition Obj, (IH) Account Class InList  REV;UNEARN;RECOGNIZED;MANUAL DEFERRED, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date LessOrEqual  Enter Dt, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Condition Obj, (IH) Invoice Number IsNotNull , , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Condition Obj, Product Type Except  training;software, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Condition Obj, (IH) Sales Order Type InList  DEFERRED;SW_KEY_DEFERRED;DEBIT MEMO-DEFERRED;INVOICE-DEFERRED, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Condition Obj, Outstanding Amt NotEqual  0, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093593,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Condition Obj, (AR) Sales Invoice Number NotEqual  ?, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Customer (C),(C) Customer Name1,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Region,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Amount,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Deferred Amount,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,Inv Line Total Amt,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Amount,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Ext Standard Cost,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Qty,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS DR,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS CR,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Condition Obj, GL Account Number InList  40010;25010;50010;12910, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date GreaterOrEqual  5/9/2003 12:00:00 AM, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Account Class,Condition Obj, (IH) Account Class InList  REV;UNEARN;RECOGNIZED;MANUAL DEFERRED, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Date,Condition Obj, (IHPD) Date LessOrEqual  Enter Dt, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Condition Obj, (IH) Invoice Number IsNotNull , , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Condition Obj, Product Type Except  training;software, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Condition Obj, (IH) Sales Order Type InList  DEFERRED;SW_KEY_DEFERRED;DEBIT MEMO-DEFERRED;INVOICE-DEFERRED, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Result Object, , , ,MEASURE
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Result Object, , , ,DIMENSION
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,AR Outstanding,eBusiness Operations,FALSE,AR Metrics,Outstanding Amt,Condition Obj, Outstanding Amt NotEqual  0, , ,
Cash basis,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093594,AR Outstanding,eBusiness Operations,FALSE,AR Transactions(AR),(AR) Sales Invoice Number,Condition Obj, (AR) Sales Invoice Number NotEqual  ?, , ,
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Customer (C),(C) Customer Name1,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Region,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Sub Region,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Amount,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Deferred Amount,Result Object, , , ,MEASURE
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,Inv Line Total Amt,Result Object, , , ,DIMENSION
Cash Basis with AR - US,Public Folders\Archive_03_July_2014\Accounting\Revenue Accounting\,13093595,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Amount,Result Object, , , ,MEASURE
